Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.17     0.00    67644     0.00     0.00  __gnu_cxx::new_allocator<ChannelScore>::new_allocator()
  0.00      0.17     0.00    67644     0.00     0.00  __gnu_cxx::new_allocator<ChannelScore>::~new_allocator()
  0.00      0.17     0.00    67644     0.00     0.00  std::_List_base<ChannelScore, std::allocator<ChannelScore> >::_M_get_Tp_allocator() const
  0.00      0.17     0.00    67644     0.00     0.00  std::_List_base<ChannelScore, std::allocator<ChannelScore> >::_M_get_Node_allocator() const
  0.00      0.17     0.00    67644     0.00     0.00  std::_List_iterator<ChannelScore>::operator==(std::_List_iterator<ChannelScore> const&) const
  0.00      0.17     0.00    67644     0.00     0.00  std::allocator<ChannelScore>::allocator<std::_List_node<ChannelScore> >(std::allocator<std::_List_node<ChannelScore> > const&)
  0.00      0.17     0.00    67644     0.00     0.00  std::allocator<ChannelScore>::~allocator()
  0.00      0.17     0.00    67644     0.00     0.00  ChannelScore* std::__addressof<ChannelScore>(ChannelScore&)
  0.00      0.17     0.00    66392     0.00     0.00  cv::Mat::operator()(cv::Rect_<int> const&) const
  0.00      0.17     0.00    66392     0.00     0.00  std::_List_iterator<AppTemplate*>::operator==(std::_List_iterator<AppTemplate*> const&) const
  0.00      0.17     0.00    64110     0.00     0.00  std::__alloc_swap<std::allocator<std::_List_node<AppTemplate*> >, true>::_S_do_it(std::allocator<std::_List_node<AppTemplate*> >&, std::allocator<std::_List_node<AppTemplate*> >&)
  0.00      0.17     0.00    64110     0.00     0.00  std::list<AppTemplate*, std::allocator<AppTemplate*> >::swap(std::list<AppTemplate*, std::allocator<AppTemplate*> >&)
  0.00      0.17     0.00    63886     0.00     0.00  std::__alloc_swap<std::allocator<std::_List_node<ChannelScore> >, true>::_S_do_it(std::allocator<std::_List_node<ChannelScore> >&, std::allocator<std::_List_node<ChannelScore> >&)
  0.00      0.17     0.00    63886     0.00     0.00  std::list<ChannelScore, std::allocator<ChannelScore> >::swap(std::list<ChannelScore, std::allocator<ChannelScore> >&)
  0.00      0.17     0.00    62973     0.00     0.00  std::_List_iterator<EnsembleTracker*>::operator!=(std::_List_iterator<EnsembleTracker*> const&) const
  0.00      0.17     0.00    62920     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long)
  0.00      0.17     0.00    62920     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long)
  0.00      0.17     0.00    56072     0.00     0.00  Matrix<int>::columns()
  0.00      0.17     0.00    53060     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<EnsembleTracker*> >::~new_allocator()
  0.00      0.17     0.00    53060     0.00     0.00  std::allocator<std::_List_node<EnsembleTracker*> >::~allocator()
  0.00      0.17     0.00    53060     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_List_impl::~_List_impl()
  0.00      0.17     0.00    53060     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_M_init()
  0.00      0.17     0.00    53060     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_M_clear()
  0.00      0.17     0.00    53060     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::~_List_base()
  0.00      0.17     0.00    53059     0.00     0.00  std::list<EnsembleTracker*, std::allocator<EnsembleTracker*> >::~list()
  0.00      0.17     0.00    52183     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.17     0.00    49722     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<EnsembleTracker*> >::new_allocator()
  0.00      0.17     0.00    49722     0.00     0.00  std::allocator<std::_List_node<EnsembleTracker*> >::allocator()
  0.00      0.17     0.00    49722     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_List_impl::_List_impl()
  0.00      0.17     0.00    49722     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_List_base()
  0.00      0.17     0.00    48476     0.00     0.00  cv::Point_<float>::Point_(float, float)
  0.00      0.17     0.00    47474     0.00     0.00  void std::_Construct<cv::Rect_<int>, cv::Rect_<int> >(cv::Rect_<int>*, cv::Rect_<int> const&)
  0.00      0.17     0.00    47474     0.00     0.00  cv::Rect_<int>* std::__addressof<cv::Rect_<int> >(cv::Rect_<int>&)
  0.00      0.17     0.00    46413     0.00     0.00  Matrix<double>::rows()
  0.00      0.17     0.00    46205     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >::base() const
  0.00      0.17     0.00    45548     0.00     0.00  cv::MatIterator_<float>::operator++()
  0.00      0.17     0.00    45548     0.00     0.00  cv::MatConstIterator::operator++()
  0.00      0.17     0.00    45548     0.00     0.00  cv::MatIterator_<float>::operator*() const
  0.00      0.17     0.00    43698     0.00     0.00  std::_List_iterator<EnsembleTracker*>::operator++(int)
  0.00      0.17     0.00    43014     0.00     0.00  std::_List_const_iterator<AppTemplate*>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      0.17     0.00    42339     0.00     0.00  cv::Rect_<int> cv::operator-<int>(cv::Rect_<int> const&, cv::Point_<int> const&)
  0.00      0.17     0.00    42272     0.00     0.00  cv::Mat::create(int, int, int)
  0.00      0.17     0.00    39557     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00      0.17     0.00    39557     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      0.17     0.00    39556     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      0.17     0.00    39555     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      0.17     0.00    39245     0.00     0.00  cv::Rect_<int> cv::operator+<int>(cv::Rect_<int> const&, cv::Point_<int> const&)
  0.00      0.17     0.00    38745     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00      0.17     0.00    38739     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      0.17     0.00    38071     0.00     0.00  std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_M_get_Tp_allocator()
  0.00      0.17     0.00    37985     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<double> >::construct<double>(std::allocator<double>&, double*, double const&)
  0.00      0.17     0.00    37982     0.00     0.00  __gnu_cxx::new_allocator<double>::construct(double*, double const&)
  0.00      0.17     0.00    37982     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&)
  0.00      0.17     0.00    37924     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const
  0.00      0.17     0.00    37919     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00      0.17     0.00    37917     0.00     0.00  std::vector<double, std::allocator<double> >::begin()
  0.00      0.17     0.00    37749     0.00     0.00  cv::Mat::Mat(int, int, int, cv::Scalar_<double> const&)
  0.00      0.17     0.00    37580     0.00     0.00  void std::list<ChannelScore, std::allocator<ChannelScore> >::merge<bool (*)(ChannelScore, ChannelScore)>(std::list<ChannelScore, std::allocator<ChannelScore> >&, bool (*)(ChannelScore, ChannelScore))
  0.00      0.17     0.00    36702     0.00     0.00  AppTemplate::getShiftVector()
  0.00      0.17     0.00    36702     0.00     0.00  AppTemplate::getConfidenceMap()
  0.00      0.17     0.00    36702     0.00     0.00  AppTemplate::calcBP(cv::Mat const*, cv::Mat&, cv::Rect_<int>)
  0.00      0.17     0.00    36702     0.00     0.00  cv::Point_<float>::Point_(cv::Point_<float> const&)
  0.00      0.17     0.00    36702     0.00     0.00  cv::Point_<float> cv::operator*<float>(cv::Point_<float> const&, float)
  0.00      0.17     0.00    36702     0.00     0.00  cv::operator+=(cv::Mat const&, cv::Mat const&)
  0.00      0.17     0.00    36702     0.00     0.00  _ZNK2cv6Point_IfEcvNS0_IT_EEIiEEv
  0.00      0.17     0.00    36088     0.00     0.00  void std::list<AppTemplate*, std::allocator<AppTemplate*> >::merge<bool (*)(AppTemplate*, AppTemplate*)>(std::list<AppTemplate*, std::allocator<AppTemplate*> >&, bool (*)(AppTemplate*, AppTemplate*))
  0.00      0.17     0.00    35762     0.00     0.00  cv::Mat::MSize::operator()() const
  0.00      0.17     0.00    33822     0.00     0.00  getVR(cv::Mat, cv::Mat)
  0.00      0.17     0.00    33822     0.00     0.00  ChannelScore::ChannelScore(int, double)
  0.00      0.17     0.00    33822     0.00     0.00  __gnu_cxx::new_allocator<ChannelScore>::destroy(ChannelScore*)
  0.00      0.17     0.00    33822     0.00     0.00  __gnu_cxx::new_allocator<ChannelScore>::construct(ChannelScore*, ChannelScore const&)
  0.00      0.17     0.00    33822     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<ChannelScore> >::deallocate(std::_List_node<ChannelScore>*, unsigned long)
  0.00      0.17     0.00    33822     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<ChannelScore> >::allocate(unsigned long, void const*)
  0.00      0.17     0.00    33822     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<ChannelScore> >::max_size() const
  0.00      0.17     0.00    33822     0.00     0.00  std::_List_base<ChannelScore, std::allocator<ChannelScore> >::_M_get_node()
  0.00      0.17     0.00    33822     0.00     0.00  std::_List_base<ChannelScore, std::allocator<ChannelScore> >::_M_put_node(std::_List_node<ChannelScore>*)
  0.00      0.17     0.00    33822     0.00     0.00  std::list<ChannelScore, std::allocator<ChannelScore> >::_M_create_node(ChannelScore const&)
  0.00      0.17     0.00    33822     0.00     0.00  std::list<ChannelScore, std::allocator<ChannelScore> >::splice(std::_List_iterator<ChannelScore>, std::list<ChannelScore, std::allocator<ChannelScore> >&, std::_List_iterator<ChannelScore>)
  0.00      0.17     0.00    33822     0.00     0.00  std::list<ChannelScore, std::allocator<ChannelScore> >::_M_insert(std::_List_iterator<ChannelScore>, ChannelScore const&)
  0.00      0.17     0.00    33822     0.00     0.00  std::list<ChannelScore, std::allocator<ChannelScore> >::push_back(ChannelScore const&)
  0.00      0.17     0.00    33581     0.00     0.00  std::list<EnsembleTracker*, std::allocator<EnsembleTracker*> >::begin()
  0.00      0.17     0.00    33196     0.00     0.00  AppTemplate::calcScore(cv::Rect_<int>, cv::Rect_<int>)
  0.00      0.17     0.00    33196     0.00     0.00  cv::Point_<int>::Point_()
  0.00      0.17     0.00    33196     0.00     0.00  std::list<AppTemplate*, std::allocator<AppTemplate*> >::splice(std::_List_iterator<AppTemplate*>, std::list<AppTemplate*, std::allocator<AppTemplate*> >&, std::_List_iterator<AppTemplate*>)
  0.00      0.17     0.00    32220     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_M_get_Node_allocator() const
  0.00      0.17     0.00    32210     0.00     0.00  std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::operator[](unsigned long)
  0.00      0.17     0.00    31602     0.00     0.00  __gnu_cxx::new_allocator<cv::Rect_<int> >::max_size() const
  0.00      0.17     0.00    31416     0.00     0.00  cv::MatCommaInitializer_<float>& cv::MatCommaInitializer_<float>::operator,<int>(int)
  0.00      0.17     0.00    31324     0.00     0.00  __gnu_cxx::__normal_iterator<cv::Rect_<int>*, std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > > >::__normal_iterator(cv::Rect_<int>* const&)
  0.00      0.17     0.00    29728     0.00     0.00  EnsembleTracker::getID()
  0.00      0.17     0.00    29541     0.00     0.00  std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::operator[](unsigned long) const
  0.00      0.17     0.00    28882     0.00     0.00  __gnu_cxx::new_allocator<EnsembleTracker*>::new_allocator()
  0.00      0.17     0.00    28882     0.00     0.00  __gnu_cxx::new_allocator<EnsembleTracker*>::~new_allocator()
  0.00      0.17     0.00    28882     0.00     0.00  std::_List_base<EnsembleTracker*, std::allocator<EnsembleTracker*> >::_M_get_Tp_allocator() const
  0.00      0.17     0.00    28882     0.00     0.00  std::allocator<EnsembleTracker*>::allocator<std::_List_node<EnsembleTracker*> >(std::allocator<std::_List_node<EnsembleTracker*> > const&)
  0.00      0.17     0.00    28882     0.00     0.00  std::allocator<EnsembleTracker*>::~allocator()
  0.00      0.17     0.00    28882     0.00     0.00  EnsembleTracker** std::__addressof<EnsembleTracker*>(EnsembleTracker*&)
  0.00      0.17     0.00    28737     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00      0.17     0.00    26176     0.00     0.00  std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&)
  0.00      0.17     0.00    25205     0.00     0.00  cv::Rect_<int>::operator=(cv::Rect_<int> const&)
  0.00      0.17     0.00    24708     0.00     0.00  scaleWin(cv::Rect_<int>, double)
  0.00      0.17     0.00    24056     0.00     0.00  EnsembleTracker::getBodysizeResult()
  0.00      0.17     0.00    21594     0.00     0.00  cv::Range::Range(int, int)
  0.00      0.17     0.00    21574     0.00     0.00  std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_M_get_Tp_allocator() const
  0.00      0.17     0.00    21538     0.00     0.00  std::_Iter_base<int*, false>::_S_base(int*)
  0.00      0.17     0.00    21507     0.00     0.00  std::list<AppTemplate*, std::allocator<AppTemplate*> >::end() const
  0.00      0.17     0.00    21507     0.00     0.00  std::list<AppTemplate*, std::allocator<AppTemplate*> >::size() const
  0.00      0.17     0.00    21507     0.00     0.00  std::list<AppTemplate*, std::allocator<AppTemplate*> >::begin() const
  0.00      0.17     0.00    21507     0.00     0.00  std::iterator_traits<std::_List_const_iterator<AppTemplate*> >::difference_type std::__distance<std::_List_const_iterator<AppTemplate*> >(std::_List_const_iterator<AppTemplate*>, std::_List_const_iterator<AppTemplate*>, std::input_iterator_tag)
  0.00      0.17     0.00    21507     0.00     0.00  std::iterator_traits<std::_List_const_iterator<AppTemplate*> >::iterator_category std::__iterator_category<std::_List_const_iterator<AppTemplate*> >(std::_List_const_iterator<AppTemplate*> const&)
